Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5
1279	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	
1280	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	
1281	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,-3.000,150.000,150.000)	Pic(rect_140,1.000,-3.000,150.000,150.000)	
1282	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,-3.000,150.000,150.000)	Pic(rect_140,1.000,-3.000,150.000,150.000)	
1283	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_110,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,-3.000,150.000,150.000)	Pic(rect_180,1.000,-3.000,150.000,150.000)	
1284	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_110,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,-3.000,150.000,150.000)	Pic(rect_180,1.000,-3.000,150.000,150.000)	
1285	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_75,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,-3.000,150.000,150.000)	Pic(rect_5,1.000,-3.000,150.000,150.000)	
1286	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,-3.000,150.000,150.000)	Pic(rect_5,1.000,-3.000,150.000,150.000)	
1287	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
1288	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
1289	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_60,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
1290	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_60,1.000,3.000,150.000,150.000)	Pic(rect_60,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
1291	't_info', 'T1 Change' 	1 	4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	
1292	't_info', 'Same' 	1 	4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	
1293	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	
1294	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	Pic(rect_175,1.000,-3.000,150.000,150.000)	
1295	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_165,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,-3.000,150.000,150.000)	Pic(rect_100,1.000,-3.000,150.000,150.000)	
1296	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_165,1.000,3.000,150.000,150.000)	Pic(rect_165,1.000,3.000,150.000,150.000)	Pic(rect_100,1.000,-3.000,150.000,150.000)	Pic(rect_100,1.000,-3.000,150.000,150.000)	
1297	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
1298	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
1299	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_25,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
1300	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
1301	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_75,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
1302	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
1303	't_info', 'T1 Change' 	1 	2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_70,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
1304	't_info', 'Same' 	1 	2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
1305	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_165,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,3.000,150.000,150.000)	Pic(rect_25,1.000,-3.000,150.000,150.000)	Pic(rect_25,1.000,-3.000,150.000,150.000)	
1306	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_165,1.000,3.000,150.000,150.000)	Pic(rect_165,1.000,3.000,150.000,150.000)	Pic(rect_25,1.000,-3.000,150.000,150.000)	Pic(rect_25,1.000,-3.000,150.000,150.000)	
1307	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_45,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_55,1.000,-3.000,150.000,150.000)	Pic(rect_55,1.000,-3.000,150.000,150.000)	
1308	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_45,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,3.000,150.000,150.000)	Pic(rect_55,1.000,-3.000,150.000,150.000)	Pic(rect_55,1.000,-3.000,150.000,150.000)	
1309	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	
1310	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	
1311	't_info', 'T1 Change' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_30,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	
1312	't_info', 'Same' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_30,1.000,3.000,150.000,150.000)	Pic(rect_30,1.000,3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	Pic(rect_35,1.000,-3.000,150.000,150.000)	
1313	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	
1314	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	
1315	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,3.000,150.000,150.000)	Pic(rect_75,1.000,-3.000,150.000,150.000)	Pic(rect_75,1.000,-3.000,150.000,150.000)	
1316	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_10,1.000,3.000,150.000,150.000)	Pic(rect_75,1.000,-3.000,150.000,150.000)	Pic(rect_75,1.000,-3.000,150.000,150.000)	
1317	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	
1318	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	
1319	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_125,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	
1320	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_125,1.000,3.000,150.000,150.000)	Pic(rect_125,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	
1321	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_5,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	
1322	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	
1323	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	
1324	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	Pic(rect_170,1.000,-3.000,150.000,150.000)	
1325	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,-3.000,150.000,150.000)	Pic(rect_105,1.000,-3.000,150.000,150.000)	
1326	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,-3.000,150.000,150.000)	Pic(rect_105,1.000,-3.000,150.000,150.000)	
1327	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_60,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	
1328	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	
1329	't_info', 'T1 Change' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_60,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
1330	't_info', 'Same' 	1 	3 4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_60,1.000,3.000,150.000,150.000)	Pic(rect_60,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
1331	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_55,1.000,3.000,150.000,150.000)	Pic(rect_75,1.000,3.000,150.000,150.000)	Pic(rect_160,1.000,-3.000,150.000,150.000)	Pic(rect_160,1.000,-3.000,150.000,150.000)	
1332	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_55,1.000,3.000,150.000,150.000)	Pic(rect_55,1.000,3.000,150.000,150.000)	Pic(rect_160,1.000,-3.000,150.000,150.000)	Pic(rect_160,1.000,-3.000,150.000,150.000)	
1333	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_180,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
1334	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
1335	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_125,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	
1336	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	Pic(rect_45,1.000,-3.000,150.000,150.000)	
1337	't_info', 'T1 Change' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_75,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	
1338	't_info', 'Same' 	1 	5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	
1339	't_info', 'T1 Change' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
1340	't_info', 'Same' 	1 	3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	Pic(rect_150,1.000,-3.000,150.000,150.000)	
1341	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	
1342	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	
1343	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_130,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
1344	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	Pic(rect_135,1.000,-3.000,150.000,150.000)	
1345	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_75,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	
1346	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_140,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	Pic(rect_80,1.000,-3.000,150.000,150.000)	
1347	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_105,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	
1348	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	Pic(rect_155,1.000,-3.000,150.000,150.000)	
1349	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	
1350	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_50,1.000,3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	Pic(rect_110,1.000,-3.000,150.000,150.000)	
1351	't_info', 'T1 Change' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_95,1.000,-3.000,150.000,150.000)	Pic(rect_95,1.000,-3.000,150.000,150.000)	
1352	't_info', 'Same' 	1 	4 5 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_175,1.000,3.000,150.000,150.000)	Pic(rect_95,1.000,-3.000,150.000,150.000)	Pic(rect_95,1.000,-3.000,150.000,150.000)	
1353	't_info', 'T1 Change' 	1 	2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_20,1.000,3.000,150.000,150.000)	Pic(rect_165,1.000,-3.000,150.000,150.000)	Pic(rect_165,1.000,-3.000,150.000,150.000)	
1354	't_info', 'Same' 	1 	2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_95,1.000,3.000,150.000,150.000)	Pic(rect_165,1.000,-3.000,150.000,150.000)	Pic(rect_165,1.000,-3.000,150.000,150.000)	
1355	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_160,1.000,3.000,150.000,150.000)	Pic(rect_80,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
1356	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_160,1.000,3.000,150.000,150.000)	Pic(rect_160,1.000,3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	Pic(rect_145,1.000,-3.000,150.000,150.000)	
1357	't_info', 'T1 Change' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_30,1.000,3.000,150.000,150.000)	Pic(rect_115,1.000,3.000,150.000,150.000)	Pic(rect_50,1.000,-3.000,150.000,150.000)	Pic(rect_50,1.000,-3.000,150.000,150.000)	
1358	't_info', 'Same' 	1 	1 2 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_30,1.000,3.000,150.000,150.000)	Pic(rect_30,1.000,3.000,150.000,150.000)	Pic(rect_50,1.000,-3.000,150.000,150.000)	Pic(rect_50,1.000,-3.000,150.000,150.000)	
1359	't_info', 'T1 Change' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_85,1.000,3.000,150.000,150.000)	Pic(rect_155,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
1360	't_info', 'Same' 	1 	2 3 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_85,1.000,3.000,150.000,150.000)	Pic(rect_85,1.000,3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	Pic(rect_40,1.000,-3.000,150.000,150.000)	
1361	't_info', 'T1 Change' 	1 	4 	lp_dstrctr_nocue_mobile_blank_fix	Fix(0.000,0.000)	Pic(rect_55,1.000,3.000,150.000,150.000)	Pic(rect_90,1.000,3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	Pic(rect_65,1.000,-3.000,150.000,150.000)	
